date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:33:14	82784/82784	---MCZ	200	added ('OK')	image/png	etag:W/%2269351f3b-14360%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/f8bet-logo-chu-de-2.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/f8bet-logo-chu-de-2.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:14	76035/76035	---MCZ	200	added ('OK')	image/png	etag:W/%2269351f4e-12903%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/f8bet-logo-chu-de-5.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/f8bet-logo-chu-de-5.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:14	77502/77502	---MCZ	200	added ('OK')	image/png	etag:W/%2269351f62-12ebe%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/f8bet-logo-chu-de-1.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/f8bet-logo-chu-de-1.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:14	78700/78700	---MCZ	200	added ('OK')	image/png	etag:W/%2269351f79-1336c%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/f8bet-logo-chu-de-6.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/f8bet-logo-chu-de-6.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:14	72374/72374	---MCZ	200	added ('OK')	image/png	etag:W/%2269329806-11ab6%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-2-1.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-2-1.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:15	58850/58850	---MCZ	200	added ('OK')	image/png	etag:W/%2269329806-e5e2%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-2-1-300x175.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-2-1-300x175.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:15	77500/77500	---MCZ	200	added ('OK')	image/png	etag:W/%2269329809-12ebc%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-4-1.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-4-1.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:15	64323/64323	---MCZ	200	added ('OK')	image/png	etag:W/%226932980a-fb43%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-4-1-300x175.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-4-1-300x175.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:15	71833/71833	---MCZ	200	added ('OK')	image/png	etag:W/%2269329804-11899%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-1-1.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-1-1.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:16	60988/60988	---MCZ	200	added ('OK')	image/png	etag:W/%2269329805-ee3c%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-1-1-300x175.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-1-1-300x175.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:16	80851/80851	---MCZ	200	added ('OK')	image/png	etag:W/%2269329807-13bd3%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-3-1.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-3-1.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:16	63979/63979	---MCZ	200	added ('OK')	image/png	etag:W/%2269329808-f9eb%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-3-1-300x175.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-3-1-300x175.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:16	79917/79917	---MCZ	200	added ('OK')	image/png	etag:W/%226932980b-1382d%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-5-1.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-5-1.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:16	65927/65927	---MCZ	200	added ('OK')	image/png	etag:W/%226932980c-10187%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-5-1-300x175.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/12/sanh-game-moi-2025-5-1-300x175.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:17	138346/138346	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2268d1100d-21c6a%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/09/dai-ly-f8bet-co-hoi-hop-tac-kinh-doanh-cung-nha-cai-uy-tin.jpg	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/09/dai-ly-f8bet-co-hoi-hop-tac-kinh-doanh-cung-nha-cai-uy-tin.jpg	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:17	127048/127048	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2268d10a77-1f048%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/09/khuyen-mai-f8bet-cach-nhan-thuong-va-luu-y-quan-trong.jpg	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/09/khuyen-mai-f8bet-cach-nhan-thuong-va-luu-y-quan-trong.jpg	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:17	161809/161809	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2268d10511-27811%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/09/tai-app-f8bet-chinh-thuc-va-huong-dan-cai-dat-ban-moi-nhat.jpg	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/09/tai-app-f8bet-chinh-thuc-va-huong-dan-cai-dat-ban-moi-nhat.jpg	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:17	127499/127499	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2268d0fe92-1f20b%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/09/huong-dan-rut-tien-f8bet-khong-lo-bi-loi-thanh-cong-100.jpg	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/09/huong-dan-rut-tien-f8bet-khong-lo-bi-loi-thanh-cong-100.jpg	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:17	146279/146279	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2268d0fa99-23b67%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/09/huong-dan-nap-tien-f8bet-chi-tiet-an-toan-va-nhanh-chong.jpg	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/09/huong-dan-nap-tien-f8bet-chi-tiet-an-toan-va-nhanh-chong.jpg	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:18	151261/151261	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2268d0f85a-24edd%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/09/dang-ky-f8bet-chi-2-phut-nhan-uu-dai-hap-dan-ngay-.jpg	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/09/dang-ky-f8bet-chi-2-phut-nhan-uu-dai-hap-dan-ngay-.jpg	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:18	122814/122814	---MCZ	200	added ('OK')	image/png	etag:W/%2268b41020-1dfbe%22	https://www.balajitourandtravel.in/wp-content/uploads/2025/08/F8BET_1-1.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/uploads/2025/08/F8BET_1-1.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:19	4535/4535	---M--	200	added ('OK')	image/png	etag:%220abbdbd420cc1:0%22	https://images.dmca.com/Badges/_dmca_premi_badge_4.png?ID=6a12d22c-65b4-403b-8f42-62ac85006377	C:/webhtml/f8bet/images.dmca.com/Badges/_dmca_premi_badge_44c92.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:19	465/465	---MCZ	200	added ('OK')	application/javascript	etag:%2226b181f16d28d51:0%22	https://images.dmca.com/Badges/DMCABadgeHelper.min.js	C:/webhtml/f8bet/images.dmca.com/Badges/DMCABadgeHelper.min.js	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:19	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2025%20Jul%202026%2008:33:18%20GMT	https://www.balajitourandtravel.in/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/webhtml/f8bet/www.balajitourandtravel.in/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:20	483/483	---M--	200	added ('OK')	image/png	etag:%226a30f87f-1e3%22	https://www.balajitourandtravel.in/wp-content/plugins/wp-content-copy-protector/images/warning.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/plugins/wp-content-copy-protector/images/warning.png	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:20	16237/16237	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268b40977-3f6d%22	https://www.balajitourandtravel.in/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search.js?ver=3.19.5	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search0bb8.js	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:20	1499/1499	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267a4f0fe-5db%22	https://www.balajitourandtravel.in/wp-includes/js/hoverIntent.min.js?ver=1.10.2	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-includes/js/hoverIntent.min3e5a.js	(from https://www.balajitourandtravel.in/vi-vn/)
16:33:20	3790/3790	---MCZ	200	added ('OK')	image/png	etag:W/%2268b40976-ece%22	https://www.balajitourandtravel.in/wp-content/themes/flatsome/assets/img/shadow@2x.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/themes/flatsome/assets/img/shadow@2x.png	(from https://www.balajitourandtravel.in/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.19.5)
16:33:21	1020/1020	---M--	200	added ('OK')	image/png	etag:%2268b40976-3fc%22	https://www.balajitourandtravel.in/wp-content/themes/flatsome/assets/img/underline.png	C:/webhtml/f8bet/www.balajitourandtravel.in/wp-content/themes/flatsome/assets/img/underline.png	(from https://www.balajitourandtravel.in/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.19.5)
